title,category,cuisine,ingredients,prep_time_min,cook_time_min,total_time_min,serves,difficulty,vegetarian,summary,instructions,difficulty rating
Herb Salmon Sheet Pan Dinner,entree,American,"['salmon fillet', 'olive oil', 'onion', 'bell pepper', 'kale', 'white beans', 'tomato', 'parsley', 'garlic powder']",10,30,40,2,easy,False,A hearty and simple main dish built around salmon with sheet pan dinner.,1. Prep the salmon fillet and gather the other ingredients. 2. Heat a pan over medium heat. 3. Cook the salmon fillet with olive oil and onion until fully cooked. 4. Combine everything and serve hot.,3
Garlic Salmon Sheet Pan Dinner,entree,American,"['salmon fillet', 'olive oil', 'salt', 'black pepper', 'onion', 'bell pepper', 'zucchini', 'parsley']",20,20,40,6,easy,False,A hearty and simple main dish built around salmon with sheet pan dinner.,1. Prep the salmon fillet and gather the other ingredients. 2. Heat a pan over medium heat. 3. Cook the salmon fillet with olive oil and salt until fully cooked. 4. Combine everything and serve hot.,3
Smoky Salmon Sheet Pan Dinner,entree,American,"['salmon fillet', 'olive oil', 'butter', 'parsley']",15,25,40,4,easy,False,A savory weeknight entree built around salmon with sheet pan dinner.,1. Prep the salmon fillet and gather the other ingredients. 2. Heat a pan over medium heat. 3. Cook the salmon fillet with olive oil and butter until fully cooked. 4. Combine everything and serve hot.,1
Lemon Pepper Salmon Sheet Pan Dinner,entree,American,"['salmon fillet', 'olive oil', 'onion', 'parsley', 'paprika']",15,30,45,2,easy,False,A comfort-food style dinner built around salmon with sheet pan dinner.,1. Prep the salmon fillet and gather the other ingredients. 2. Heat a pan over medium heat. 3. Cook the salmon fillet with olive oil and onion until fully cooked. 4. Combine everything and serve hot.,2
Roasted Salmon Sheet Pan Dinner,entree,American,"['salmon fillet', 'olive oil', 'onion', 'bell pepper', 'garlic powder', 'thyme']",10,25,35,4,easy,False,A hearty and simple main dish built around salmon with sheet pan dinner.,1. Prep the salmon fillet and gather the other ingredients. 2. Heat a pan over medium heat. 3. Cook the salmon fillet with olive oil and onion until fully cooked. 4. Combine everything and serve hot.,2
Homestyle Salmon Sheet Pan Dinner,entree,American,"['salmon fillet', 'olive oil', 'onion', 'bell pepper', 'eggplant', 'garlic powder', 'thyme']",15,30,45,2,easy,False,A savory weeknight entree built around salmon with sheet pan dinner.,1. Prep the salmon fillet and gather the other ingredients. 2. Heat a pan over medium heat. 3. Cook the salmon fillet with olive oil and onion until fully cooked. 4. Combine everything and serve hot.,2
Lemon Herb Salmon Sheet Pan Dinner,entree,Mediterranean,"['salmon fillet', 'olive oil', 'onion', 'bell pepper', 'cabbage', 'carrot', 'parsley', 'feta']",20,25,45,2,easy,False,A fresh and herb-forward main dish built around salmon with sheet pan dinner.,1. Prep the salmon fillet and gather the other ingredients. 2. Heat a pan over medium heat. 3. Cook the salmon fillet with olive oil and onion until fully cooked. 4. Combine everything and serve hot.,3
Mediterranean Salmon Sheet Pan Dinner,entree,Mediterranean,"['salmon fillet', 'olive oil', 'lemon']",12,28,40,6,easy,False,A fresh and herb-forward main dish built around salmon with sheet pan dinner.,1. Prep the salmon fillet and gather the other ingredients. 2. Heat a pan over medium heat. 3. Cook the salmon fillet with olive oil and lemon until fully cooked. 4. Combine everything and serve hot.,1
Garlic Oregano Salmon Sheet Pan Dinner,entree,Mediterranean,"['salmon fillet', 'olive oil', 'onion', 'bell pepper', 'oregano']",18,17,35,2,easy,False,A bright Mediterranean-style entree built around salmon with sheet pan dinner.,1. Prep the salmon fillet and gather the other ingredients. 2. Heat a pan over medium heat. 3. Cook the salmon fillet with olive oil and onion until fully cooked. 4. Combine everything and serve hot.,2
Tomato Olive Salmon Sheet Pan Dinner,entree,Mediterranean,"['salmon fillet', 'olive oil', 'onion', 'bell pepper', 'broccoli', 'oregano']",20,25,45,2,easy,False,A bright Mediterranean-style entree built around salmon with sheet pan dinner.,1. Prep the salmon fillet and gather the other ingredients. 2. Heat a pan over medium heat. 3. Cook the salmon fillet with olive oil and onion until fully cooked. 4. Combine everything and serve hot.,2
Zesty Herb Salmon Sheet Pan Dinner,entree,Mediterranean,"['salmon fillet', 'olive oil', 'onion', 'bell pepper', 'broccoli', 'carrot', 'snap peas']",10,25,35,6,easy,False,A light but satisfying dinner built around salmon with sheet pan dinner.,1. Prep the salmon fillet and gather the other ingredients. 2. Heat a pan over medium heat. 3. Cook the salmon fillet with olive oil and onion until fully cooked. 4. Combine everything and serve hot.,2
Sun-Dried Tomato Salmon Sheet Pan Dinner,entree,Mediterranean,"['salmon fillet', 'olive oil', 'onion', 'bell pepper', 'broccoli', 'carrot', 'snap peas', 'tomato', 'feta']",15,30,45,4,easy,False,A light but satisfying dinner built around salmon with sheet pan dinner.,1. Prep the salmon fillet and gather the other ingredients. 2. Heat a pan over medium heat. 3. Cook the salmon fillet with olive oil and onion until fully cooked. 4. Combine everything and serve hot.,3
Herb Salmon Skillet,entree,American,"['salmon fillet', 'olive oil', 'paprika']",12,18,30,4,easy,False,A savory weeknight entree built around salmon with skillet.,1. Prep the salmon fillet and gather the other ingredients. 2. Heat a pan over medium heat. 3. Cook the salmon fillet with olive oil and paprika until fully cooked. 4. Combine everything and serve hot.,1
Garlic Salmon Skillet,entree,American,"['salmon fillet', 'olive oil', 'butter', 'paprika']",12,23,35,4,easy,False,A comfort-food style dinner built around salmon with skillet.,1. Prep the salmon fillet and gather the other ingredients. 2. Heat a pan over medium heat. 3. Cook the salmon fillet with olive oil and butter until fully cooked. 4. Combine everything and serve hot.,1
Smoky Salmon Skillet,entree,American,"['salmon fillet', 'olive oil', 'onion', 'garlic', 'parsley']",18,10,28,6,easy,False,A comfort-food style dinner built around salmon with skillet.,1. Prep the salmon fillet and gather the other ingredients. 2. Heat a pan over medium heat. 3. Cook the salmon fillet with olive oil and onion until fully cooked. 4. Combine everything and serve hot.,2
Lemon Pepper Salmon Skillet,entree,American,"['salmon fillet', 'olive oil', 'onion', 'garlic', 'rosemary', 'paprika']",18,10,28,6,easy,False,A comfort-food style dinner built around salmon with skillet.,1. Prep the salmon fillet and gather the other ingredients. 2. Heat a pan over medium heat. 3. Cook the salmon fillet with olive oil and onion until fully cooked. 4. Combine everything and serve hot.,2
Roasted Salmon Skillet,entree,American,"['salmon fillet', 'olive oil', 'onion', 'garlic', 'eggplant', 'parsley', 'rosemary']",20,10,30,2,easy,False,A hearty and simple main dish built around salmon with skillet.,1. Prep the salmon fillet and gather the other ingredients. 2. Heat a pan over medium heat. 3. Cook the salmon fillet with olive oil and onion until fully cooked. 4. Combine everything and serve hot.,2
Homestyle Salmon Skillet,entree,American,"['salmon fillet', 'olive oil', 'onion', 'garlic', 'kale', 'white beans', 'rosemary', 'garlic powder']",12,13,25,2,easy,False,A hearty and simple main dish built around salmon with skillet.,1. Prep the salmon fillet and gather the other ingredients. 2. Heat a pan over medium heat. 3. Cook the salmon fillet with olive oil and onion until fully cooked. 4. Combine everything and serve hot.,3
Ginger Garlic Salmon Skillet,entree,Asian,"['salmon fillet', 'olive oil', 'onion', 'garlic', 'kale', 'white beans', 'tomato', 'broccoli', 'honey']",12,10,22,2,easy,False,A quick Asian-inspired entree built around salmon with skillet.,1. Prep the salmon fillet and gather the other ingredients. 2. Heat a pan over medium heat. 3. Cook the salmon fillet with olive oil and onion until fully cooked. 4. Combine everything and serve hot.,3
Sesame Salmon Skillet,entree,Asian,"['salmon fillet', 'olive oil', 'salt', 'black pepper', 'onion', 'garlic', 'mushrooms', 'peas', 'broccoli', 'ginger']",10,25,35,2,easy,False,A savory umami-forward main dish built around salmon with skillet.,1. Prep the salmon fillet and gather the other ingredients. 2. Heat a pan over medium heat. 3. Cook the salmon fillet with olive oil and salt until fully cooked. 4. Combine everything and serve hot.,3
Soy Glazed Salmon Skillet,entree,Asian,"['salmon fillet', 'olive oil', 'garlic', 'soy sauce']",10,25,35,4,easy,False,A quick Asian-inspired entree built around salmon with skillet.,1. Prep the salmon fillet and gather the other ingredients. 2. Heat a pan over medium heat. 3. Cook the salmon fillet with olive oil and garlic until fully cooked. 4. Combine everything and serve hot.,1
Sweet Chili Salmon Skillet,entree,Asian,"['salmon fillet', 'olive oil', 'onion', 'garlic', 'ginger']",18,10,28,6,easy,False,A quick Asian-inspired entree built around salmon with skillet.,"1. Prep the salmon fillet and gather the other ingredients. 2. Simmer the ingredients in a pot until tender. 3. Cook the salmon fillet with olive oil and onion until fully cooked. 4. Stir well, taste, and serve hot.",2
Teriyaki Salmon Skillet,entree,Asian,"['salmon fillet', 'olive oil', 'onion', 'garlic', 'spinach', 'soy sauce']",20,10,30,6,easy,False,A takeout-style dinner made at home built around salmon with skillet.,1. Prep the salmon fillet and gather the other ingredients. 2. Heat a pan over medium heat. 3. Cook the salmon fillet with olive oil and onion until fully cooked. 4. Combine everything and serve hot.,2
Scallion Salmon Skillet,entree,Asian,"['salmon fillet', 'olive oil', 'onion', 'garlic', 'sweet potato', 'black beans', 'ginger']",18,10,28,2,easy,False,A quick Asian-inspired entree built around salmon with skillet.,1. Prep the salmon fillet and gather the other ingredients. 2. Heat a pan over medium heat. 3. Cook the salmon fillet with olive oil and onion until fully cooked. 4. Combine everything and serve hot.,2
Ginger Garlic Salmon Curry,entree,Asian,"['salmon fillet', 'olive oil', 'onion', 'garlic', 'coconut milk', 'cabbage', 'carrot', 'ginger']",10,20,30,6,medium,False,A quick Asian-inspired entree built around salmon with curry.,1. Prep the salmon fillet and gather the other ingredients. 2. Heat a pan over medium heat. 3. Cook the salmon fillet with olive oil and onion until fully cooked. 4. Combine everything and serve hot.,3
Sesame Salmon Curry,entree,Asian,"['salmon fillet', 'olive oil', 'ginger']",18,27,45,6,medium,False,A quick Asian-inspired entree built around salmon with curry.,1. Prep the salmon fillet and gather the other ingredients. 2. Heat a pan over medium heat. 3. Cook the salmon fillet with olive oil and ginger until fully cooked. 4. Combine everything and serve hot.,1
Soy Glazed Salmon Curry,entree,Asian,"['salmon fillet', 'olive oil', 'coconut milk', 'soy sauce', 'ginger']",10,25,35,6,medium,False,A savory umami-forward main dish built around salmon with curry.,1. Prep the salmon fillet and gather the other ingredients. 2. Heat a pan over medium heat. 3. Cook the salmon fillet with olive oil and coconut milk until fully cooked. 4. Combine everything and serve hot.,2
Sweet Chili Salmon Curry,entree,Asian,"['salmon fillet', 'olive oil', 'onion', 'garlic', 'coconut milk', 'ginger']",12,33,45,2,medium,False,A takeout-style dinner made at home built around salmon with curry.,"1. Prep the salmon fillet and gather the other ingredients. 2. Simmer the ingredients in a pot until tender. 3. Cook the salmon fillet with olive oil and onion until fully cooked. 4. Stir well, taste, and serve hot.",2
Teriyaki Salmon Curry,entree,Asian,"['salmon fillet', 'olive oil', 'onion', 'garlic', 'coconut milk', 'broccoli', 'ginger']",15,15,30,2,medium,False,A takeout-style dinner made at home built around salmon with curry.,1. Prep the salmon fillet and gather the other ingredients. 2. Heat a pan over medium heat. 3. Cook the salmon fillet with olive oil and onion until fully cooked. 4. Combine everything and serve hot.,2
Scallion Salmon Curry,entree,Asian,"['salmon fillet', 'olive oil', 'onion', 'garlic', 'coconut milk', 'mushrooms', 'peas', 'broccoli', 'ginger']",10,20,30,4,medium,False,A savory umami-forward main dish built around salmon with curry.,1. Prep the salmon fillet and gather the other ingredients. 2. Heat a pan over medium heat. 3. Cook the salmon fillet with olive oil and onion until fully cooked. 4. Combine everything and serve hot.,3
Ginger Garlic Salmon Stir-Fry,entree,Asian,"['salmon fillet', 'olive oil', 'garlic']",15,10,25,4,easy,False,A takeout-style dinner made at home built around salmon with stir-fry.,1. Prep the salmon fillet and gather the other ingredients. 2. Heat a skillet or wok over medium-high heat. 3. Cook the salmon fillet with olive oil and garlic until fully cooked. 4. Stir-fry everything until cooked through and serve hot.,1
Sesame Salmon Stir-Fry,entree,Asian,"['salmon fillet', 'olive oil', 'onion', 'garlic']",12,10,22,2,easy,False,A quick Asian-inspired entree built around salmon with stir-fry.,1. Prep the salmon fillet and gather the other ingredients. 2. Heat a skillet or wok over medium-high heat. 3. Cook the salmon fillet with olive oil and onion until fully cooked. 4. Stir-fry everything until cooked through and serve hot.,1
Soy Glazed Salmon Stir-Fry,entree,Asian,"['salmon fillet', 'olive oil', 'onion', 'ginger', 'garlic']",20,10,30,6,easy,False,A savory umami-forward main dish built around salmon with stir-fry.,1. Prep the salmon fillet and gather the other ingredients. 2. Heat a skillet or wok over medium-high heat. 3. Cook the salmon fillet with olive oil and onion until fully cooked. 4. Stir-fry everything until cooked through and serve hot.,2
Sweet Chili Salmon Stir-Fry,entree,Asian,"['salmon fillet', 'olive oil', 'bell pepper', 'onion', 'eggplant', 'garlic']",20,10,30,6,easy,False,A quick Asian-inspired entree built around salmon with stir-fry.,"1. Prep the salmon fillet and gather the other ingredients. 2. Simmer the ingredients in a pot until tender. 3. Cook the salmon fillet with olive oil and bell pepper until fully cooked. 4. Stir well, taste, and serve hot.",2
Teriyaki Salmon Stir-Fry,entree,Asian,"['salmon fillet', 'olive oil', 'bell pepper', 'onion', 'zucchini', 'ginger', 'garlic']",10,10,20,4,easy,False,A quick Asian-inspired entree built around salmon with stir-fry.,1. Prep the salmon fillet and gather the other ingredients. 2. Heat a skillet or wok over medium-high heat. 3. Cook the salmon fillet with olive oil and bell pepper until fully cooked. 4. Stir-fry everything until cooked through and serve hot.,2
Scallion Salmon Stir-Fry,entree,Asian,"['salmon fillet', 'olive oil', 'bell pepper', 'onion', 'spinach', 'tomato', 'rice vinegar', 'garlic']",18,10,28,6,easy,False,A quick Asian-inspired entree built around salmon with stir-fry.,1. Prep the salmon fillet and gather the other ingredients. 2. Heat a skillet or wok over medium-high heat. 3. Cook the salmon fillet with olive oil and bell pepper until fully cooked. 4. Stir-fry everything until cooked through and serve hot.,3
Herb Salmon Wrap,entree,American,"['salmon fillet', 'olive oil', 'flour tortillas', 'cauliflower', 'carrot', 'peas', 'thyme', 'lime', 'cilantro']",10,10,20,4,easy,False,A savory weeknight entree built around salmon with wrap.,1. Prep the salmon fillet and gather the other ingredients. 2. Warm the tortillas or wraps. 3. Cook the salmon fillet with olive oil and flour tortillas until fully cooked. 4. Fill with the cooked ingredients and serve warm.,3
Garlic Salmon Wrap,entree,American,"['salmon fillet', 'olive oil', 'flour tortillas', 'spinach', 'tomato', 'onion', 'rosemary', 'paprika', 'lime', 'cilantro']",18,10,28,4,easy,False,A savory weeknight entree built around salmon with wrap.,1. Prep the salmon fillet and gather the other ingredients. 2. Warm the tortillas or wraps. 3. Cook the salmon fillet with olive oil and flour tortillas until fully cooked. 4. Fill with the cooked ingredients and serve warm.,3
Smoky Salmon Wrap,entree,American,"['salmon fillet', 'olive oil', 'lime', 'cilantro']",10,10,20,2,easy,False,A comfort-food style dinner built around salmon with wrap.,1. Prep the salmon fillet and gather the other ingredients. 2. Warm the tortillas or wraps. 3. Cook the salmon fillet with olive oil and lime until fully cooked. 4. Fill with the cooked ingredients and serve warm.,1
Lemon Pepper Salmon Wrap,entree,American,"['salmon fillet', 'olive oil', 'sweet potato', 'lime', 'cilantro']",12,10,22,2,easy,False,A comfort-food style dinner built around salmon with wrap.,1. Prep the salmon fillet and gather the other ingredients. 2. Warm the tortillas or wraps. 3. Cook the salmon fillet with olive oil and sweet potato until fully cooked. 4. Fill with the cooked ingredients and serve warm.,2
Roasted Salmon Wrap,entree,American,"['salmon fillet', 'olive oil', 'onion', 'garlic powder', 'lime', 'cilantro']",15,10,25,6,easy,False,A hearty and simple main dish built around salmon with wrap.,1. Prep the salmon fillet and gather the other ingredients. 2. Warm the tortillas or wraps. 3. Cook the salmon fillet with olive oil and onion until fully cooked. 4. Fill with the cooked ingredients and serve warm.,2
Homestyle Salmon Wrap,entree,American,"['salmon fillet', 'olive oil', 'sweet potato', 'garlic powder', 'butter', 'lime', 'cilantro']",10,15,25,2,easy,False,A savory weeknight entree built around salmon with wrap.,1. Prep the salmon fillet and gather the other ingredients. 2. Warm the tortillas or wraps. 3. Cook the salmon fillet with olive oil and sweet potato until fully cooked. 4. Fill with the cooked ingredients and serve warm.,2
Lemon Herb Salmon Wrap,entree,Mediterranean,"['salmon fillet', 'olive oil', 'flour tortillas', 'cabbage', 'carrot', 'lemon', 'lime', 'cilantro']",20,10,30,4,easy,False,A light but satisfying dinner built around salmon with wrap.,1. Prep the salmon fillet and gather the other ingredients. 2. Warm the tortillas or wraps. 3. Cook the salmon fillet with olive oil and flour tortillas until fully cooked. 4. Fill with the cooked ingredients and serve warm.,3
Mediterranean Salmon Wrap,entree,Mediterranean,"['salmon fillet', 'olive oil', 'cilantro']",12,10,22,2,easy,False,A light but satisfying dinner built around salmon with wrap.,1. Prep the salmon fillet and gather the other ingredients. 2. Warm the tortillas or wraps. 3. Cook the salmon fillet with olive oil and cilantro until fully cooked. 4. Fill with the cooked ingredients and serve warm.,1
Garlic Oregano Salmon Wrap,entree,Mediterranean,"['salmon fillet', 'olive oil', 'flour tortillas', 'lime', 'cilantro']",10,10,20,6,easy,False,A fresh and herb-forward main dish built around salmon with wrap.,1. Prep the salmon fillet and gather the other ingredients. 2. Warm the tortillas or wraps. 3. Cook the salmon fillet with olive oil and flour tortillas until fully cooked. 4. Fill with the cooked ingredients and serve warm.,2
Tomato Olive Salmon Wrap,entree,Mediterranean,"['salmon fillet', 'olive oil', 'flour tortillas', 'oregano', 'lime', 'cilantro']",15,10,25,2,easy,False,A fresh and herb-forward main dish built around salmon with wrap.,1. Prep the salmon fillet and gather the other ingredients. 2. Warm the tortillas or wraps. 3. Cook the salmon fillet with olive oil and flour tortillas until fully cooked. 4. Fill with the cooked ingredients and serve warm.,2
Zesty Herb Salmon Wrap,entree,Mediterranean,"['salmon fillet', 'olive oil', 'flour tortillas', 'cauliflower', 'lemon', 'lime', 'cilantro']",12,10,22,6,easy,False,A light but satisfying dinner built around salmon with wrap.,1. Prep the salmon fillet and gather the other ingredients. 2. Warm the tortillas or wraps. 3. Cook the salmon fillet with olive oil and flour tortillas until fully cooked. 4. Fill with the cooked ingredients and serve warm.,2
Sun-Dried Tomato Salmon Wrap,entree,Mediterranean,"['salmon fillet', 'olive oil', 'flour tortillas', 'kale', 'white beans', 'tomato', 'oregano', 'lime', 'cilantro']",10,10,20,6,easy,False,A fresh and herb-forward main dish built around salmon with wrap.,1. Prep the salmon fillet and gather the other ingredients. 2. Warm the tortillas or wraps. 3. Cook the salmon fillet with olive oil and flour tortillas until fully cooked. 4. Fill with the cooked ingredients and serve warm.,3
Herb Salmon Grain Bowl,entree,American,"['salmon fillet', 'olive oil', 'quinoa']",10,10,20,2,easy,False,A hearty and simple main dish built around salmon with grain bowl.,1. Prep the salmon fillet and gather the other ingredients. 2. Cook the rice or grain until tender. 3. Cook the salmon fillet with olive oil and quinoa until fully cooked. 4. Layer everything in a bowl and serve hot.,1
Garlic Salmon Grain Bowl,entree,American,"['salmon fillet', 'olive oil', 'quinoa', 'garlic']",10,25,35,6,easy,False,A comfort-food style dinner built around salmon with grain bowl.,1. Prep the salmon fillet and gather the other ingredients. 2. Cook the rice or grain until tender. 3. Cook the salmon fillet with olive oil and quinoa until fully cooked. 4. Layer everything in a bowl and serve hot.,1
Smoky Salmon Grain Bowl,entree,American,"['salmon fillet', 'olive oil', 'quinoa', 'paprika', 'garlic']",10,20,30,4,easy,False,A hearty and simple main dish built around salmon with grain bowl.,1. Prep the salmon fillet and gather the other ingredients. 2. Cook the rice or grain until tender. 3. Cook the salmon fillet with olive oil and quinoa until fully cooked. 4. Layer everything in a bowl and serve hot.,2
Lemon Pepper Salmon Grain Bowl,entree,American,"['salmon fillet', 'olive oil', 'quinoa', 'onion', 'parsley', 'garlic']",12,23,35,6,easy,False,A savory weeknight entree built around salmon with grain bowl.,1. Prep the salmon fillet and gather the other ingredients. 2. Cook the rice or grain until tender. 3. Cook the salmon fillet with olive oil and quinoa until fully cooked. 4. Layer everything in a bowl and serve hot.,2
Roasted Salmon Grain Bowl,entree,American,"['salmon fillet', 'olive oil', 'quinoa', 'eggplant', 'tomato', 'thyme', 'garlic']",12,10,22,4,easy,False,A savory weeknight entree built around salmon with grain bowl.,1. Prep the salmon fillet and gather the other ingredients. 2. Cook the rice or grain until tender. 3. Cook the salmon fillet with olive oil and quinoa until fully cooked. 4. Layer everything in a bowl and serve hot.,2
Homestyle Salmon Grain Bowl,entree,American,"['salmon fillet', 'olive oil', 'quinoa', 'broccoli', 'carrot', 'paprika', 'thyme', 'garlic']",15,15,30,6,easy,False,A savory weeknight entree built around salmon with grain bowl.,1. Prep the salmon fillet and gather the other ingredients. 2. Cook the rice or grain until tender. 3. Cook the salmon fillet with olive oil and quinoa until fully cooked. 4. Layer everything in a bowl and serve hot.,3
Lemon Herb Salmon Grain Bowl,entree,Mediterranean,"['salmon fillet', 'olive oil', 'salt', 'black pepper', 'quinoa', 'mushrooms', 'onion', 'lemon', 'garlic']",12,18,30,6,easy,False,A fresh and herb-forward main dish built around salmon with grain bowl.,1. Prep the salmon fillet and gather the other ingredients. 2. Cook the rice or grain until tender. 3. Cook the salmon fillet with olive oil and salt until fully cooked. 4. Layer everything in a bowl and serve hot.,3
Mediterranean Salmon Grain Bowl,entree,Mediterranean,"['salmon fillet', 'olive oil', 'salt', 'black pepper', 'quinoa', 'spinach', 'onion', 'lemon', 'oregano', 'garlic']",18,10,28,2,easy,False,A fresh and herb-forward main dish built around salmon with grain bowl.,1. Prep the salmon fillet and gather the other ingredients. 2. Cook the rice or grain until tender. 3. Cook the salmon fillet with olive oil and salt until fully cooked. 4. Layer everything in a bowl and serve hot.,3
Garlic Oregano Salmon Grain Bowl,entree,Mediterranean,"['salmon fillet', 'olive oil', 'quinoa', 'garlic']",20,10,30,2,easy,False,A bright Mediterranean-style entree built around salmon with grain bowl.,1. Prep the salmon fillet and gather the other ingredients. 2. Cook the rice or grain until tender. 3. Cook the salmon fillet with olive oil and quinoa until fully cooked. 4. Layer everything in a bowl and serve hot.,1
Tomato Olive Salmon Grain Bowl,entree,Mediterranean,"['salmon fillet', 'olive oil', 'quinoa', 'feta', 'garlic']",12,18,30,4,easy,False,A light but satisfying dinner built around salmon with grain bowl.,1. Prep the salmon fillet and gather the other ingredients. 2. Cook the rice or grain until tender. 3. Cook the salmon fillet with olive oil and quinoa until fully cooked. 4. Layer everything in a bowl and serve hot.,2
Zesty Herb Salmon Grain Bowl,entree,Mediterranean,"['salmon fillet', 'olive oil', 'quinoa', 'oregano', 'feta', 'garlic']",15,15,30,4,easy,False,A bright Mediterranean-style entree built around salmon with grain bowl.,1. Prep the salmon fillet and gather the other ingredients. 2. Cook the rice or grain until tender. 3. Cook the salmon fillet with olive oil and quinoa until fully cooked. 4. Layer everything in a bowl and serve hot.,2
Sun-Dried Tomato Salmon Grain Bowl,entree,Mediterranean,"['salmon fillet', 'olive oil', 'quinoa', 'cabbage', 'carrot', 'lemon', 'garlic']",12,13,25,4,easy,False,A fresh and herb-forward main dish built around salmon with grain bowl.,1. Prep the salmon fillet and gather the other ingredients. 2. Cook the rice or grain until tender. 3. Cook the salmon fillet with olive oil and quinoa until fully cooked. 4. Layer everything in a bowl and serve hot.,2
Herb Salmon Stew,entree,American,"['salmon fillet', 'olive oil', 'broth', 'carrot', 'onion', 'paprika', 'parsley', 'garlic']",12,33,45,4,medium,False,A hearty and simple main dish built around salmon with stew.,"1. Prep the salmon fillet and gather the other ingredients. 2. Simmer the ingredients in a pot until tender. 3. Cook the salmon fillet with olive oil and broth until fully cooked. 4. Stir well, taste, and serve hot.",3
Garlic Salmon Stew,entree,American,"['salmon fillet', 'olive oil', 'broth']",15,25,40,2,medium,False,A savory weeknight entree built around salmon with stew.,"1. Prep the salmon fillet and gather the other ingredients. 2. Simmer the ingredients in a pot until tender. 3. Cook the salmon fillet with olive oil and broth until fully cooked. 4. Stir well, taste, and serve hot.",1
Smoky Salmon Stew,entree,American,"['salmon fillet', 'olive oil', 'broth', 'paprika', 'garlic']",15,25,40,4,medium,False,A hearty and simple main dish built around salmon with stew.,"1. Prep the salmon fillet and gather the other ingredients. 2. Simmer the ingredients in a pot until tender. 3. Cook the salmon fillet with olive oil and broth until fully cooked. 4. Stir well, taste, and serve hot.",2
Lemon Pepper Salmon Stew,entree,American,"['salmon fillet', 'olive oil', 'broth', 'carrot', 'garlic powder', 'garlic']",18,37,55,2,medium,False,A hearty and simple main dish built around salmon with stew.,"1. Prep the salmon fillet and gather the other ingredients. 2. Simmer the ingredients in a pot until tender. 3. Cook the salmon fillet with olive oil and broth until fully cooked. 4. Stir well, taste, and serve hot.",2
Roasted Salmon Stew,entree,American,"['salmon fillet', 'olive oil', 'broth', 'carrot', 'celery', 'rosemary', 'garlic']",12,33,45,4,medium,False,A hearty and simple main dish built around salmon with stew.,"1. Prep the salmon fillet and gather the other ingredients. 2. Simmer the ingredients in a pot until tender. 3. Cook the salmon fillet with olive oil and broth until fully cooked. 4. Stir well, taste, and serve hot.",2
Homestyle Salmon Stew,entree,American,"['salmon fillet', 'olive oil', 'broth', 'carrot', 'celery', 'onion', 'garlic powder', 'paprika', 'garlic']",10,40,50,4,medium,False,A hearty and simple main dish built around salmon with stew.,"1. Prep the salmon fillet and gather the other ingredients. 2. Simmer the ingredients in a pot until tender. 3. Cook the salmon fillet with olive oil and broth until fully cooked. 4. Stir well, taste, and serve hot.",3
Lemon Herb Salmon Stew,entree,Mediterranean,"['salmon fillet', 'olive oil', 'broth']",20,20,40,2,medium,False,A light but satisfying dinner built around salmon with stew.,"1. Prep the salmon fillet and gather the other ingredients. 2. Simmer the ingredients in a pot until tender. 3. Cook the salmon fillet with olive oil and broth until fully cooked. 4. Stir well, taste, and serve hot.",1
Mediterranean Salmon Stew,entree,Mediterranean,"['salmon fillet', 'olive oil', 'broth', 'garlic']",12,43,55,2,medium,False,A bright Mediterranean-style entree built around salmon with stew.,"1. Prep the salmon fillet and gather the other ingredients. 2. Simmer the ingredients in a pot until tender. 3. Cook the salmon fillet with olive oil and broth until fully cooked. 4. Stir well, taste, and serve hot.",1
Garlic Oregano Salmon Stew,entree,Mediterranean,"['salmon fillet', 'olive oil', 'broth', 'lemon', 'garlic']",12,33,45,6,medium,False,A fresh and herb-forward main dish built around salmon with stew.,"1. Prep the salmon fillet and gather the other ingredients. 2. Simmer the ingredients in a pot until tender. 3. Cook the salmon fillet with olive oil and broth until fully cooked. 4. Stir well, taste, and serve hot.",2
Tomato Olive Salmon Stew,entree,Mediterranean,"['salmon fillet', 'olive oil', 'broth', 'onion', 'lemon', 'garlic']",18,32,50,4,medium,False,A fresh and herb-forward main dish built around salmon with stew.,"1. Prep the salmon fillet and gather the other ingredients. 2. Simmer the ingredients in a pot until tender. 3. Cook the salmon fillet with olive oil and broth until fully cooked. 4. Stir well, taste, and serve hot.",2
Zesty Herb Salmon Stew,entree,Mediterranean,"['salmon fillet', 'olive oil', 'broth', 'carrot', 'onion', 'lemon', 'garlic']",18,32,50,2,medium,False,A bright Mediterranean-style entree built around salmon with stew.,"1. Prep the salmon fillet and gather the other ingredients. 2. Simmer the ingredients in a pot until tender. 3. Cook the salmon fillet with olive oil and broth until fully cooked. 4. Stir well, taste, and serve hot.",2
Sun-Dried Tomato Salmon Stew,entree,Mediterranean,"['salmon fillet', 'olive oil', 'broth', 'carrot', 'celery', 'cauliflower', 'peas', 'garlic']",15,25,40,2,medium,False,A light but satisfying dinner built around salmon with stew.,"1. Prep the salmon fillet and gather the other ingredients. 2. Simmer the ingredients in a pot until tender. 3. Cook the salmon fillet with olive oil and broth until fully cooked. 4. Stir well, taste, and serve hot.",3
