title,category,cuisine,ingredients,prep_time_min,cook_time_min,total_time_min,serves,difficulty,vegetarian,summary
Herb Shrimp Grain Bowl,entree,American,"['shrimp', 'olive oil', 'quinoa', 'cabbage', 'carrot', 'green onion', 'butter', 'garlic powder', 'garlic']",15,20,35,4,easy,False,A savory weeknight entree built around shrimp with grain bowl.
Garlic Shrimp Grain Bowl,entree,American,"['shrimp', 'olive oil', 'salt', 'black pepper', 'quinoa', 'eggplant', 'tomato', 'garlic powder', 'paprika', 'garlic']",18,12,30,4,easy,False,A comfort-food style dinner built around shrimp with grain bowl.
Smoky Shrimp Grain Bowl,entree,American,"['shrimp', 'olive oil', 'quinoa', 'garlic']",12,13,25,4,easy,False,A hearty and simple main dish built around shrimp with grain bowl.
Lemon Pepper Shrimp Grain Bowl,entree,American,"['shrimp', 'olive oil', 'quinoa', 'thyme', 'garlic']",10,10,20,2,easy,False,A hearty and simple main dish built around shrimp with grain bowl.
Roasted Shrimp Grain Bowl,entree,American,"['shrimp', 'olive oil', 'quinoa', 'paprika', 'parsley', 'garlic']",15,10,25,2,easy,False,A hearty and simple main dish built around shrimp with grain bowl.
Homestyle Shrimp Grain Bowl,entree,American,"['shrimp', 'olive oil', 'quinoa', 'sweet potato', 'onion', 'rosemary', 'garlic']",12,18,30,6,easy,False,A hearty and simple main dish built around shrimp with grain bowl.
Lemon Herb Shrimp Grain Bowl,entree,Mediterranean,"['shrimp', 'olive oil', 'quinoa', 'spinach', 'tomato', 'onion', 'lemon', 'garlic']",15,10,25,6,easy,False,A light but satisfying dinner built around shrimp with grain bowl.
Mediterranean Shrimp Grain Bowl,entree,Mediterranean,"['shrimp', 'olive oil', 'quinoa']",20,10,30,2,easy,False,A light but satisfying dinner built around shrimp with grain bowl.
Garlic Oregano Shrimp Grain Bowl,entree,Mediterranean,"['shrimp', 'olive oil', 'quinoa', 'lemon', 'garlic']",10,10,20,6,easy,False,A light but satisfying dinner built around shrimp with grain bowl.
Tomato Olive Shrimp Grain Bowl,entree,Mediterranean,"['shrimp', 'olive oil', 'quinoa', 'broccoli', 'carrot', 'garlic']",12,23,35,6,easy,False,A fresh and herb-forward main dish built around shrimp with grain bowl.
Zesty Herb Shrimp Grain Bowl,entree,Mediterranean,"['shrimp', 'olive oil', 'quinoa', 'broccoli', 'carrot', 'feta', 'garlic']",12,18,30,2,easy,False,A light but satisfying dinner built around shrimp with grain bowl.
Sun-Dried Tomato Shrimp Grain Bowl,entree,Mediterranean,"['shrimp', 'olive oil', 'quinoa', 'broccoli', 'carrot', 'snap peas', 'feta', 'lemon', 'garlic']",18,12,30,2,easy,False,A fresh and herb-forward main dish built around shrimp with grain bowl.
Herb Shrimp Stew,entree,American,"['shrimp', 'olive oil', 'broth']",10,35,45,4,medium,False,A hearty and simple main dish built around shrimp with stew.
Garlic Shrimp Stew,entree,American,"['shrimp', 'olive oil', 'broth', 'garlic']",15,40,55,2,medium,False,A savory weeknight entree built around shrimp with stew.
Smoky Shrimp Stew,entree,American,"['shrimp', 'olive oil', 'broth', 'garlic powder', 'garlic']",20,30,50,4,medium,False,A savory weeknight entree built around shrimp with stew.
Lemon Pepper Shrimp Stew,entree,American,"['shrimp', 'olive oil', 'broth', 'rosemary', 'butter', 'garlic']",12,33,45,2,medium,False,A comfort-food style dinner built around shrimp with stew.
Roasted Shrimp Stew,entree,American,"['shrimp', 'olive oil', 'broth', 'carrot', 'butter', 'paprika', 'garlic']",10,30,40,2,medium,False,A savory weeknight entree built around shrimp with stew.
Homestyle Shrimp Stew,entree,American,"['shrimp', 'olive oil', 'broth', 'carrot', 'celery', 'parsley', 'butter', 'garlic']",12,33,45,2,medium,False,A savory weeknight entree built around shrimp with stew.
Lemon Herb Shrimp Stew,entree,Mediterranean,"['shrimp', 'olive oil', 'broth', 'carrot', 'celery', 'spinach', 'onion', 'feta', 'garlic']",10,45,55,4,medium,False,A light but satisfying dinner built around shrimp with stew.
Mediterranean Shrimp Stew,entree,Mediterranean,"['shrimp', 'olive oil', 'broth', 'carrot', 'celery', 'cabbage', 'green onion', 'lemon', 'feta', 'garlic']",20,20,40,2,medium,False,A light but satisfying dinner built around shrimp with stew.
Garlic Oregano Shrimp Stew,entree,Mediterranean,"['shrimp', 'olive oil', 'broth', 'garlic']",12,28,40,2,medium,False,A bright Mediterranean-style entree built around shrimp with stew.
Tomato Olive Shrimp Stew,entree,Mediterranean,"['shrimp', 'olive oil', 'broth', 'lemon', 'garlic']",10,35,45,6,medium,False,A light but satisfying dinner built around shrimp with stew.
Zesty Herb Shrimp Stew,entree,Mediterranean,"['shrimp', 'olive oil', 'broth', 'onion', 'feta', 'garlic']",15,25,40,4,medium,False,A light but satisfying dinner built around shrimp with stew.
Sun-Dried Tomato Shrimp Stew,entree,Mediterranean,"['shrimp', 'olive oil', 'broth', 'onion', 'lemon', 'feta', 'garlic']",18,37,55,2,medium,False,A bright Mediterranean-style entree built around shrimp with stew.
Herb Salmon Rice Bowl,entree,American,"['salmon fillet', 'olive oil', 'rice', 'mushrooms', 'onion', 'paprika', 'parsley', 'garlic']",20,10,30,2,easy,False,A hearty and simple main dish built around salmon with rice bowl.
Garlic Salmon Rice Bowl,entree,American,"['salmon fillet', 'olive oil', 'rice']",12,13,25,6,easy,False,A savory weeknight entree built around salmon with rice bowl.
Smoky Salmon Rice Bowl,entree,American,"['salmon fillet', 'olive oil', 'rice', 'garlic powder', 'garlic']",18,10,28,2,easy,False,A comfort-food style dinner built around salmon with rice bowl.
Lemon Pepper Salmon Rice Bowl,entree,American,"['salmon fillet', 'olive oil', 'rice', 'paprika', 'parsley', 'garlic']",10,15,25,4,easy,False,A savory weeknight entree built around salmon with rice bowl.
Roasted Salmon Rice Bowl,entree,American,"['salmon fillet', 'olive oil', 'rice', 'onion', 'butter', 'paprika', 'garlic']",18,12,30,2,easy,False,A hearty and simple main dish built around salmon with rice bowl.
Homestyle Salmon Rice Bowl,entree,American,"['salmon fillet', 'olive oil', 'rice', 'cauliflower', 'carrot', 'peas', 'garlic powder', 'parsley', 'garlic']",18,10,28,4,easy,False,A hearty and simple main dish built around salmon with rice bowl.
Lemon Herb Salmon Rice Bowl,entree,Mediterranean,"['salmon fillet', 'olive oil', 'rice']",20,10,30,2,easy,False,A fresh and herb-forward main dish built around salmon with rice bowl.
Mediterranean Salmon Rice Bowl,entree,Mediterranean,"['salmon fillet', 'olive oil', 'rice', 'garlic']",20,10,30,6,easy,False,A bright Mediterranean-style entree built around salmon with rice bowl.
Garlic Oregano Salmon Rice Bowl,entree,Mediterranean,"['salmon fillet', 'olive oil', 'rice', 'parsley', 'garlic']",10,20,30,6,easy,False,A fresh and herb-forward main dish built around salmon with rice bowl.
Tomato Olive Salmon Rice Bowl,entree,Mediterranean,"['salmon fillet', 'olive oil', 'rice', 'sweet potato', 'onion', 'garlic']",18,10,28,2,easy,False,A light but satisfying dinner built around salmon with rice bowl.
Zesty Herb Salmon Rice Bowl,entree,Mediterranean,"['salmon fillet', 'olive oil', 'rice', 'sweet potato', 'onion', 'parsley', 'garlic']",18,10,28,2,easy,False,A fresh and herb-forward main dish built around salmon with rice bowl.
Sun-Dried Tomato Salmon Rice Bowl,entree,Mediterranean,"['salmon fillet', 'olive oil', 'rice', 'eggplant', 'tomato', 'parsley', 'lemon', 'garlic']",10,20,30,4,easy,False,A fresh and herb-forward main dish built around salmon with rice bowl.
Ginger Garlic Salmon Rice Bowl,entree,Asian,"['salmon fillet', 'olive oil', 'rice', 'kale', 'white beans', 'tomato', 'sesame oil', 'green onion', 'garlic']",12,13,25,6,easy,False,A quick Asian-inspired entree built around salmon with rice bowl.
Sesame Salmon Rice Bowl,entree,Asian,"['salmon fillet', 'olive oil', 'salt', 'black pepper', 'rice', 'broccoli', 'carrot', 'snap peas', 'sesame oil', 'garlic']",18,10,28,4,easy,False,A savory umami-forward main dish built around salmon with rice bowl.
Soy Glazed Salmon Rice Bowl,entree,Asian,"['salmon fillet', 'olive oil', 'rice', 'garlic']",18,12,30,6,easy,False,A takeout-style dinner made at home built around salmon with rice bowl.
Sweet Chili Salmon Rice Bowl,entree,Asian,"['salmon fillet', 'olive oil', 'rice', 'soy sauce', 'garlic']",10,20,30,2,easy,False,A savory umami-forward main dish built around salmon with rice bowl.
Teriyaki Salmon Rice Bowl,entree,Asian,"['salmon fillet', 'olive oil', 'rice', 'cauliflower', 'soy sauce', 'garlic']",15,10,25,2,easy,False,A savory umami-forward main dish built around salmon with rice bowl.
Scallion Salmon Rice Bowl,entree,Asian,"['salmon fillet', 'olive oil', 'rice', 'kale', 'white beans', 'tomato', 'garlic']",18,10,28,6,easy,False,A takeout-style dinner made at home built around salmon with rice bowl.
Herb Salmon Pasta,entree,American,"['salmon fillet', 'olive oil', 'pasta', 'onion', 'paprika', 'rosemary', 'garlic', 'parmesan']",20,10,30,2,easy,False,A savory weeknight entree built around salmon with pasta.
Garlic Salmon Pasta,entree,American,"['salmon fillet', 'olive oil', 'pasta']",20,10,30,6,easy,False,A hearty and simple main dish built around salmon with pasta.
Smoky Salmon Pasta,entree,American,"['salmon fillet', 'olive oil', 'pasta', 'garlic', 'parmesan']",20,15,35,2,easy,False,A hearty and simple main dish built around salmon with pasta.
Lemon Pepper Salmon Pasta,entree,American,"['salmon fillet', 'olive oil', 'pasta', 'butter', 'garlic', 'parmesan']",20,10,30,4,easy,False,A hearty and simple main dish built around salmon with pasta.
Roasted Salmon Pasta,entree,American,"['salmon fillet', 'olive oil', 'pasta', 'cauliflower', 'thyme', 'garlic', 'parmesan']",18,10,28,6,easy,False,A hearty and simple main dish built around salmon with pasta.
Homestyle Salmon Pasta,entree,American,"['salmon fillet', 'olive oil', 'pasta', 'eggplant', 'tomato', 'thyme', 'parsley', 'garlic', 'parmesan']",10,10,20,6,easy,False,A savory weeknight entree built around salmon with pasta.
Lemon Herb Salmon Pasta,entree,Mediterranean,"['salmon fillet', 'olive oil', 'pasta']",15,10,25,6,easy,False,A light but satisfying dinner built around salmon with pasta.
Mediterranean Salmon Pasta,entree,Mediterranean,"['salmon fillet', 'olive oil', 'pasta', 'parmesan']",18,10,28,2,easy,False,A fresh and herb-forward main dish built around salmon with pasta.
Garlic Oregano Salmon Pasta,entree,Mediterranean,"['salmon fillet', 'olive oil', 'pasta', 'garlic', 'parmesan']",20,10,30,4,easy,False,A bright Mediterranean-style entree built around salmon with pasta.
Tomato Olive Salmon Pasta,entree,Mediterranean,"['salmon fillet', 'olive oil', 'pasta', 'feta', 'garlic', 'parmesan']",12,18,30,6,easy,False,A bright Mediterranean-style entree built around salmon with pasta.
Zesty Herb Salmon Pasta,entree,Mediterranean,"['salmon fillet', 'olive oil', 'pasta', 'onion', 'parsley', 'garlic', 'parmesan']",10,25,35,4,easy,False,A light but satisfying dinner built around salmon with pasta.
Sun-Dried Tomato Salmon Pasta,entree,Mediterranean,"['salmon fillet', 'olive oil', 'pasta', 'sweet potato', 'onion', 'feta', 'garlic', 'parmesan']",15,10,25,6,easy,False,A fresh and herb-forward main dish built around salmon with pasta.
Herb Salmon Tacos,entree,American,"['salmon fillet', 'olive oil', 'corn tortillas', 'onion', 'bell pepper', 'butter', 'thyme', 'lime', 'cilantro']",12,10,22,6,easy,False,A savory weeknight entree built around salmon with tacos.
Garlic Salmon Tacos,entree,American,"['salmon fillet', 'olive oil', 'corn tortillas', 'spinach', 'tomato', 'onion', 'thyme', 'parsley', 'lime', 'cilantro']",20,10,30,6,easy,False,A hearty and simple main dish built around salmon with tacos.
Smoky Salmon Tacos,entree,American,"['salmon fillet', 'olive oil', 'lime', 'cilantro']",18,10,28,6,easy,False,A savory weeknight entree built around salmon with tacos.
Lemon Pepper Salmon Tacos,entree,American,"['salmon fillet', 'olive oil', 'rosemary', 'lime', 'cilantro']",12,13,25,4,easy,False,A hearty and simple main dish built around salmon with tacos.
Roasted Salmon Tacos,entree,American,"['salmon fillet', 'olive oil', 'parsley', 'thyme', 'lime', 'cilantro']",15,15,30,4,easy,False,A hearty and simple main dish built around salmon with tacos.
Homestyle Salmon Tacos,entree,American,"['salmon fillet', 'olive oil', 'corn tortillas', 'thyme', 'garlic powder', 'lime', 'cilantro']",12,18,30,6,easy,False,A hearty and simple main dish built around salmon with tacos.
Herb Salmon Salad,entree,American,"['salmon fillet', 'olive oil', 'mixed greens', 'spinach', 'tomato', 'onion', 'thyme', 'garlic powder']",12,10,22,6,easy,False,A hearty and simple main dish built around salmon with salad.
Garlic Salmon Salad,entree,American,"['salmon fillet', 'olive oil', 'rosemary']",10,10,20,4,easy,False,A hearty and simple main dish built around salmon with salad.
Smoky Salmon Salad,entree,American,"['salmon fillet', 'olive oil', 'onion', 'butter', 'thyme']",10,10,20,4,easy,False,A savory weeknight entree built around salmon with salad.
Lemon Pepper Salmon Salad,entree,American,"['salmon fillet', 'olive oil', 'mixed greens', 'onion', 'butter', 'parsley']",20,10,30,4,easy,False,A comfort-food style dinner built around salmon with salad.
Roasted Salmon Salad,entree,American,"['salmon fillet', 'olive oil', 'mixed greens', 'sweet potato', 'onion', 'thyme', 'paprika']",10,10,20,6,easy,False,A comfort-food style dinner built around salmon with salad.
Homestyle Salmon Salad,entree,American,"['salmon fillet', 'olive oil', 'salt', 'black pepper', 'mixed greens', 'corn', 'onion', 'parsley', 'garlic powder']",15,10,25,6,easy,False,A savory weeknight entree built around salmon with salad.
Lemon Herb Salmon Salad,entree,Mediterranean,"['salmon fillet', 'olive oil', 'mixed greens']",18,10,28,4,easy,False,A fresh and herb-forward main dish built around salmon with salad.
Mediterranean Salmon Salad,entree,Mediterranean,"['salmon fillet', 'olive oil', 'mixed greens', 'feta']",15,10,25,6,easy,False,A bright Mediterranean-style entree built around salmon with salad.
Garlic Oregano Salmon Salad,entree,Mediterranean,"['salmon fillet', 'olive oil', 'mixed greens', 'cabbage', 'parsley']",18,10,28,2,easy,False,A bright Mediterranean-style entree built around salmon with salad.
Tomato Olive Salmon Salad,entree,Mediterranean,"['salmon fillet', 'olive oil', 'mixed greens', 'sweet potato', 'onion', 'lemon']",18,10,28,6,easy,False,A bright Mediterranean-style entree built around salmon with salad.
Zesty Herb Salmon Salad,entree,Mediterranean,"['salmon fillet', 'olive oil', 'mixed greens', 'kale', 'white beans', 'tomato', 'oregano']",20,10,30,4,easy,False,A bright Mediterranean-style entree built around salmon with salad.
Sun-Dried Tomato Salmon Salad,entree,Mediterranean,"['salmon fillet', 'olive oil', 'mixed greens', 'kale', 'white beans', 'tomato', 'cucumber', 'feta']",12,10,22,2,easy,False,A light but satisfying dinner built around salmon with salad.
Herb Salmon Soup,entree,American,"['salmon fillet', 'olive oil', 'broth', 'mushrooms', 'onion', 'peas', 'butter', 'garlic powder', 'garlic']",15,15,30,6,medium,False,A comfort-food style dinner built around salmon with soup.
Garlic Salmon Soup,entree,American,"['salmon fillet', 'olive oil', 'salt', 'black pepper', 'broth', 'corn', 'onion', 'thyme', 'paprika', 'garlic']",18,22,40,6,medium,False,A savory weeknight entree built around salmon with soup.
Smoky Salmon Soup,entree,American,"['salmon fillet', 'olive oil', 'broth', 'garlic']",15,20,35,2,medium,False,A hearty and simple main dish built around salmon with soup.
Lemon Pepper Salmon Soup,entree,American,"['salmon fillet', 'olive oil', 'broth', 'parsley', 'garlic']",20,10,30,4,medium,False,A savory weeknight entree built around salmon with soup.
Roasted Salmon Soup,entree,American,"['salmon fillet', 'olive oil', 'broth', 'cabbage', 'garlic powder', 'garlic']",15,20,35,2,medium,False,A hearty and simple main dish built around salmon with soup.
Homestyle Salmon Soup,entree,American,"['salmon fillet', 'olive oil', 'broth', 'onion', 'rosemary', 'thyme', 'garlic']",20,10,30,4,medium,False,A comfort-food style dinner built around salmon with soup.
Lemon Herb Salmon Soup,entree,Mediterranean,"['salmon fillet', 'olive oil', 'broth', 'cabbage', 'carrot', 'green onion', 'parsley', 'garlic']",10,20,30,6,medium,False,A fresh and herb-forward main dish built around salmon with soup.
Mediterranean Salmon Soup,entree,Mediterranean,"['salmon fillet', 'olive oil', 'broth']",15,25,40,4,medium,False,A light but satisfying dinner built around salmon with soup.
Garlic Oregano Salmon Soup,entree,Mediterranean,"['salmon fillet', 'olive oil', 'broth', 'oregano', 'garlic']",20,15,35,4,medium,False,A light but satisfying dinner built around salmon with soup.
Tomato Olive Salmon Soup,entree,Mediterranean,"['salmon fillet', 'olive oil', 'broth', 'cabbage', 'lemon', 'garlic']",12,23,35,2,medium,False,A light but satisfying dinner built around salmon with soup.
Zesty Herb Salmon Soup,entree,Mediterranean,"['salmon fillet', 'olive oil', 'broth', 'cauliflower', 'carrot', 'feta', 'garlic']",10,30,40,6,medium,False,A bright Mediterranean-style entree built around salmon with soup.
Sun-Dried Tomato Salmon Soup,entree,Mediterranean,"['salmon fillet', 'olive oil', 'broth', 'kale', 'white beans', 'tomato', 'lemon', 'olives', 'garlic']",18,27,45,2,medium,False,A light but satisfying dinner built around salmon with soup.
Ginger Garlic Salmon Soup,entree,Asian,"['salmon fillet', 'olive oil', 'broth']",20,20,40,6,medium,False,A savory umami-forward main dish built around salmon with soup.
Sesame Salmon Soup,entree,Asian,"['salmon fillet', 'olive oil', 'broth', 'garlic']",20,15,35,4,medium,False,A savory umami-forward main dish built around salmon with soup.
Soy Glazed Salmon Soup,entree,Asian,"['salmon fillet', 'olive oil', 'broth', 'soy sauce', 'garlic']",15,20,35,2,medium,False,A savory umami-forward main dish built around salmon with soup.
Sweet Chili Salmon Soup,entree,Asian,"['salmon fillet', 'olive oil', 'broth', 'spinach', 'onion', 'garlic']",12,18,30,6,medium,False,A takeout-style dinner made at home built around salmon with soup.
Teriyaki Salmon Soup,entree,Asian,"['salmon fillet', 'olive oil', 'broth', 'onion', 'bell pepper', 'zucchini', 'garlic']",12,23,35,4,medium,False,A quick Asian-inspired entree built around salmon with soup.
Scallion Salmon Soup,entree,Asian,"['salmon fillet', 'olive oil', 'broth', 'cabbage', 'carrot', 'green onion', 'broccoli', 'garlic']",15,15,30,6,medium,False,A takeout-style dinner made at home built around salmon with soup.
Herb Salmon Sheet Pan Dinner,entree,American,"['salmon fillet', 'olive oil', 'onion', 'bell pepper', 'kale', 'white beans', 'tomato', 'parsley', 'garlic powder']",10,30,40,2,easy,False,A hearty and simple main dish built around salmon with sheet pan dinner.
Garlic Salmon Sheet Pan Dinner,entree,American,"['salmon fillet', 'olive oil', 'salt', 'black pepper', 'onion', 'bell pepper', 'zucchini', 'parsley']",20,20,40,6,easy,False,A hearty and simple main dish built around salmon with sheet pan dinner.
Smoky Salmon Sheet Pan Dinner,entree,American,"['salmon fillet', 'olive oil', 'butter', 'parsley']",15,25,40,4,easy,False,A savory weeknight entree built around salmon with sheet pan dinner.
Lemon Pepper Salmon Sheet Pan Dinner,entree,American,"['salmon fillet', 'olive oil', 'onion', 'parsley', 'paprika']",15,30,45,2,easy,False,A comfort-food style dinner built around salmon with sheet pan dinner.
Roasted Salmon Sheet Pan Dinner,entree,American,"['salmon fillet', 'olive oil', 'onion', 'bell pepper', 'garlic powder', 'thyme']",10,25,35,4,easy,False,A hearty and simple main dish built around salmon with sheet pan dinner.
Homestyle Salmon Sheet Pan Dinner,entree,American,"['salmon fillet', 'olive oil', 'onion', 'bell pepper', 'eggplant', 'garlic powder', 'thyme']",15,30,45,2,easy,False,A savory weeknight entree built around salmon with sheet pan dinner.
Lemon Herb Salmon Sheet Pan Dinner,entree,Mediterranean,"['salmon fillet', 'olive oil', 'onion', 'bell pepper', 'cabbage', 'carrot', 'parsley', 'feta']",20,25,45,2,easy,False,A fresh and herb-forward main dish built around salmon with sheet pan dinner.
Mediterranean Salmon Sheet Pan Dinner,entree,Mediterranean,"['salmon fillet', 'olive oil', 'lemon']",12,28,40,6,easy,False,A fresh and herb-forward main dish built around salmon with sheet pan dinner.
Garlic Oregano Salmon Sheet Pan Dinner,entree,Mediterranean,"['salmon fillet', 'olive oil', 'onion', 'bell pepper', 'oregano']",18,17,35,2,easy,False,A bright Mediterranean-style entree built around salmon with sheet pan dinner.
Tomato Olive Salmon Sheet Pan Dinner,entree,Mediterranean,"['salmon fillet', 'olive oil', 'onion', 'bell pepper', 'broccoli', 'oregano']",20,25,45,2,easy,False,A bright Mediterranean-style entree built around salmon with sheet pan dinner.
Zesty Herb Salmon Sheet Pan Dinner,entree,Mediterranean,"['salmon fillet', 'olive oil', 'onion', 'bell pepper', 'broccoli', 'carrot', 'snap peas']",10,25,35,6,easy,False,A light but satisfying dinner built around salmon with sheet pan dinner.
Sun-Dried Tomato Salmon Sheet Pan Dinner,entree,Mediterranean,"['salmon fillet', 'olive oil', 'onion', 'bell pepper', 'broccoli', 'carrot', 'snap peas', 'tomato', 'feta']",15,30,45,4,easy,False,A light but satisfying dinner built around salmon with sheet pan dinner.
Herb Salmon Skillet,entree,American,"['salmon fillet', 'olive oil', 'paprika']",12,18,30,4,easy,False,A savory weeknight entree built around salmon with skillet.
Garlic Salmon Skillet,entree,American,"['salmon fillet', 'olive oil', 'butter', 'paprika']",12,23,35,4,easy,False,A comfort-food style dinner built around salmon with skillet.
Smoky Salmon Skillet,entree,American,"['salmon fillet', 'olive oil', 'onion', 'garlic', 'parsley']",18,10,28,6,easy,False,A comfort-food style dinner built around salmon with skillet.
Lemon Pepper Salmon Skillet,entree,American,"['salmon fillet', 'olive oil', 'onion', 'garlic', 'rosemary', 'paprika']",18,10,28,6,easy,False,A comfort-food style dinner built around salmon with skillet.
Roasted Salmon Skillet,entree,American,"['salmon fillet', 'olive oil', 'onion', 'garlic', 'eggplant', 'parsley', 'rosemary']",20,10,30,2,easy,False,A hearty and simple main dish built around salmon with skillet.
Homestyle Salmon Skillet,entree,American,"['salmon fillet', 'olive oil', 'onion', 'garlic', 'kale', 'white beans', 'rosemary', 'garlic powder']",12,13,25,2,easy,False,A hearty and simple main dish built around salmon with skillet.
Ginger Garlic Salmon Skillet,entree,Asian,"['salmon fillet', 'olive oil', 'onion', 'garlic', 'kale', 'white beans', 'tomato', 'broccoli', 'honey']",12,10,22,2,easy,False,A quick Asian-inspired entree built around salmon with skillet.
Sesame Salmon Skillet,entree,Asian,"['salmon fillet', 'olive oil', 'salt', 'black pepper', 'onion', 'garlic', 'mushrooms', 'peas', 'broccoli', 'ginger']",10,25,35,2,easy,False,A savory umami-forward main dish built around salmon with skillet.
Soy Glazed Salmon Skillet,entree,Asian,"['salmon fillet', 'olive oil', 'garlic', 'soy sauce']",10,25,35,4,easy,False,A quick Asian-inspired entree built around salmon with skillet.
Sweet Chili Salmon Skillet,entree,Asian,"['salmon fillet', 'olive oil', 'onion', 'garlic', 'ginger']",18,10,28,6,easy,False,A quick Asian-inspired entree built around salmon with skillet.
Teriyaki Salmon Skillet,entree,Asian,"['salmon fillet', 'olive oil', 'onion', 'garlic', 'spinach', 'soy sauce']",20,10,30,6,easy,False,A takeout-style dinner made at home built around salmon with skillet.
Scallion Salmon Skillet,entree,Asian,"['salmon fillet', 'olive oil', 'onion', 'garlic', 'sweet potato', 'black beans', 'ginger']",18,10,28,2,easy,False,A quick Asian-inspired entree built around salmon with skillet.
Ginger Garlic Salmon Curry,entree,Asian,"['salmon fillet', 'olive oil', 'onion', 'garlic', 'coconut milk', 'cabbage', 'carrot', 'ginger']",10,20,30,6,medium,False,A quick Asian-inspired entree built around salmon with curry.
Sesame Salmon Curry,entree,Asian,"['salmon fillet', 'olive oil', 'ginger']",18,27,45,6,medium,False,A quick Asian-inspired entree built around salmon with curry.
Soy Glazed Salmon Curry,entree,Asian,"['salmon fillet', 'olive oil', 'coconut milk', 'soy sauce', 'ginger']",10,25,35,6,medium,False,A savory umami-forward main dish built around salmon with curry.
Sweet Chili Salmon Curry,entree,Asian,"['salmon fillet', 'olive oil', 'onion', 'garlic', 'coconut milk', 'ginger']",12,33,45,2,medium,False,A takeout-style dinner made at home built around salmon with curry.
Teriyaki Salmon Curry,entree,Asian,"['salmon fillet', 'olive oil', 'onion', 'garlic', 'coconut milk', 'broccoli', 'ginger']",15,15,30,2,medium,False,A takeout-style dinner made at home built around salmon with curry.
Scallion Salmon Curry,entree,Asian,"['salmon fillet', 'olive oil', 'onion', 'garlic', 'coconut milk', 'mushrooms', 'peas', 'broccoli', 'ginger']",10,20,30,4,medium,False,A savory umami-forward main dish built around salmon with curry.
Ginger Garlic Salmon Stir-Fry,entree,Asian,"['salmon fillet', 'olive oil', 'garlic']",15,10,25,4,easy,False,A takeout-style dinner made at home built around salmon with stir-fry.
Sesame Salmon Stir-Fry,entree,Asian,"['salmon fillet', 'olive oil', 'onion', 'garlic']",12,10,22,2,easy,False,A quick Asian-inspired entree built around salmon with stir-fry.
Soy Glazed Salmon Stir-Fry,entree,Asian,"['salmon fillet', 'olive oil', 'onion', 'ginger', 'garlic']",20,10,30,6,easy,False,A savory umami-forward main dish built around salmon with stir-fry.
Sweet Chili Salmon Stir-Fry,entree,Asian,"['salmon fillet', 'olive oil', 'bell pepper', 'onion', 'eggplant', 'garlic']",20,10,30,6,easy,False,A quick Asian-inspired entree built around salmon with stir-fry.
Teriyaki Salmon Stir-Fry,entree,Asian,"['salmon fillet', 'olive oil', 'bell pepper', 'onion', 'zucchini', 'ginger', 'garlic']",10,10,20,4,easy,False,A quick Asian-inspired entree built around salmon with stir-fry.
Scallion Salmon Stir-Fry,entree,Asian,"['salmon fillet', 'olive oil', 'bell pepper', 'onion', 'spinach', 'tomato', 'rice vinegar', 'garlic']",18,10,28,6,easy,False,A quick Asian-inspired entree built around salmon with stir-fry.
Herb Salmon Wrap,entree,American,"['salmon fillet', 'olive oil', 'flour tortillas', 'cauliflower', 'carrot', 'peas', 'thyme', 'lime', 'cilantro']",10,10,20,4,easy,False,A savory weeknight entree built around salmon with wrap.
Garlic Salmon Wrap,entree,American,"['salmon fillet', 'olive oil', 'flour tortillas', 'spinach', 'tomato', 'onion', 'rosemary', 'paprika', 'lime', 'cilantro']",18,10,28,4,easy,False,A savory weeknight entree built around salmon with wrap.
Smoky Salmon Wrap,entree,American,"['salmon fillet', 'olive oil', 'lime', 'cilantro']",10,10,20,2,easy,False,A comfort-food style dinner built around salmon with wrap.
Lemon Pepper Salmon Wrap,entree,American,"['salmon fillet', 'olive oil', 'sweet potato', 'lime', 'cilantro']",12,10,22,2,easy,False,A comfort-food style dinner built around salmon with wrap.
Roasted Salmon Wrap,entree,American,"['salmon fillet', 'olive oil', 'onion', 'garlic powder', 'lime', 'cilantro']",15,10,25,6,easy,False,A hearty and simple main dish built around salmon with wrap.
Homestyle Salmon Wrap,entree,American,"['salmon fillet', 'olive oil', 'sweet potato', 'garlic powder', 'butter', 'lime', 'cilantro']",10,15,25,2,easy,False,A savory weeknight entree built around salmon with wrap.
Lemon Herb Salmon Wrap,entree,Mediterranean,"['salmon fillet', 'olive oil', 'flour tortillas', 'cabbage', 'carrot', 'lemon', 'lime', 'cilantro']",20,10,30,4,easy,False,A light but satisfying dinner built around salmon with wrap.
Mediterranean Salmon Wrap,entree,Mediterranean,"['salmon fillet', 'olive oil', 'cilantro']",12,10,22,2,easy,False,A light but satisfying dinner built around salmon with wrap.
Garlic Oregano Salmon Wrap,entree,Mediterranean,"['salmon fillet', 'olive oil', 'flour tortillas', 'lime', 'cilantro']",10,10,20,6,easy,False,A fresh and herb-forward main dish built around salmon with wrap.
Tomato Olive Salmon Wrap,entree,Mediterranean,"['salmon fillet', 'olive oil', 'flour tortillas', 'oregano', 'lime', 'cilantro']",15,10,25,2,easy,False,A fresh and herb-forward main dish built around salmon with wrap.
Zesty Herb Salmon Wrap,entree,Mediterranean,"['salmon fillet', 'olive oil', 'flour tortillas', 'cauliflower', 'lemon', 'lime', 'cilantro']",12,10,22,6,easy,False,A light but satisfying dinner built around salmon with wrap.
